ds,yhat,yhat_lower,yhat_upper
2023-01-01,657.3963339739936,-333.92709200950554,1741.885052301784
2023-01-02,912.186332447171,-114.36422228417248,1878.2864163735037
2023-01-03,637.5583333722002,-397.93793997943413,1595.9767161720872
2023-01-04,673.0645049476461,-271.50283621718324,1688.1270909597924
2023-01-05,707.5761976838675,-343.33793012652893,1697.3498670975648
2023-01-11,670.2333246457773,-317.15508864403444,1707.7045088379275
2023-01-14,860.4372259764881,-157.49968439541544,1817.9460157307274
2023-01-15,651.7339737600591,-369.82345295698246,1662.6254381853284
2023-01-16,906.523972621199,-120.70214528662014,1948.2465195210448
2023-01-17,631.8959739347406,-328.7136332792557,1696.7239889333125
2023-01-20,937.5001121198752,-106.53083414310292,1929.8905211024837
2023-01-21,857.6060483952841,-160.22099719788477,1886.7692151705514
2023-01-24,629.0647963526139,-412.5748647746169,1667.5892311084829
2023-01-26,699.0826614427731,-239.53147401654587,1673.9133558885633
2023-01-27,934.6689345062991,-22.384725488351084,1942.8812108632733
2023-01-30,900.8616173289702,-159.80064479547963,1894.3815595791332
2023-02-03,931.8377566984592,-18.61824779904308,1931.9430969337325
2023-02-04,851.9436929428995,-189.43258967158272,1886.053575153905
2023-02-05,643.2404406930818,-353.90912952372895,1579.4099025279136
2023-02-06,898.0304395220763,-156.54306126538825,1950.3500781840096
2023-02-07,623.4024408554577,-304.4166567906573,1643.033086517805
2023-02-10,929.0065791003292,-172.6504257942719,1974.9064672642273
2023-02-11,849.1125153956049,-134.2947016192339,1869.1237027704813
2023-02-13,895.1992620796394,-150.70906944016983,1878.2075941420023
2023-02-17,926.1754016576708,-69.80515598529287,1965.8157171641153
2023-02-19,637.5780857561527,-291.3583841364978,1612.30694878988
2023-02-21,617.7400859703503,-450.0289289125194,1587.5370177739596
2023-02-22,653.2462579474582,-377.9284465727649,1632.1150704224663
2023-02-23,687.7579510863497,-297.2425274638726,1815.3104446397965
2023-02-24,923.3442241949621,-127.80409236449499,1910.317149020572
2023-02-25,843.4501604840295,-141.44399448605583,1925.3792553015635
2023-02-27,889.5369071547218,-122.75118216157679,1858.606458304561
2023-02-28,614.9089084819886,-386.6186381219359,1551.7642778326301
2023-03-01,650.4150805744791,-387.334044583361,1669.4058518282102
2023-03-02,684.9267738284584,-346.1247181707356,1758.0620662996823
2023-03-03,920.5130470529375,-170.25328191654341,1941.319376554538
2023-03-04,840.6189834572117,-40.304408598838535,1845.437829121059
2023-03-05,631.9157313698007,-368.5888413493314,1535.2925919598013
2023-03-06,886.705730359854,-143.53585593171474,1914.7640832463305
2023-03-07,612.077731802711,-401.0781165374735,1584.5505408180281
2023-03-10,917.6818703306311,-117.03207700863253,1892.968684215877
2023-03-20,881.0433768152295,-57.62570097701293,1919.1472451966915
2023-03-21,606.4153782431533,-510.9482597848094,1520.9427154420484
2023-03-22,641.9215503214491,-360.3897361071663,1666.078598176665
2023-03-23,676.4332435617214,-314.50284572833846,1723.667065885076
2023-03-24,912.0195167717262,-172.0246262493328,1925.6187877697882
2023-03-25,832.1254532903982,-205.30573602347525,1847.9214464959646
2023-03-27,878.2122004220635,-170.13014828655338,1810.3056080593576
2023-04-01,829.2942774133048,-225.0152468285507,1873.7899032395962
2023-04-02,620.5910254403116,-441.0353006831589,1613.2061847824552
2023-04-04,600.753026101772,-333.610770743943,1599.4528294393606
2023-04-09,617.7598495631223,-344.0619220996832,1593.1879474578934
2023-04-12,633.4280224323663,-407.2476779243544,1649.8141083536473
2023-04-13,667.9579113436872,-366.01366150925037,1766.6938681193037
2023-04-15,823.6865122833865,-265.7287260568355,1775.1649263824131
2023-04-17,869.8096504988268,-93.86815355131138,1922.9636635799557
2023-04-18,595.1998475979692,-441.632703357639,1685.824126269229
2023-04-19,630.7242153466597,-386.88760898713866,1715.2416244357473
2023-04-20,665.254104257789,-372.98642581572545,1704.2344501640077
2023-04-23,612.2976490699979,-378.1297071550456,1562.1142087680125
2023-04-25,592.496041017781,-458.0182270957911,1571.707775115957
2023-04-26,628.0204088676168,-336.1522802619132,1665.825339370769
2023-04-27,662.5502978802608,-334.88706475866815,1685.96865234851
2023-04-28,898.1547668619343,-118.04796094625459,1942.0226392999289
2023-04-29,818.2788990229018,-192.4931369718057,1822.7580819734412
2023-04-30,609.5938426920432,-427.6483271427799,1618.263184157054
2023-05-01,864.4020373977257,-180.67699542716127,1873.7055841716563
2023-05-02,589.792234555262,-481.8874313539314,1631.8246157362448
2023-05-03,625.3166023630368,-394.63324591958224,1587.00225988431
2023-05-04,659.8464913328372,-348.9775173355311,1636.5420438468193
2023-05-06,815.5750923918408,-168.39156999971064,1839.841944488618
2023-05-07,606.8900360191564,-406.2103998975756,1657.4407092827985
2023-05-08,861.6982312691729,-130.19084482204218,1797.8277319888934
2023-05-09,587.0884289710291,-471.0018955101967,1540.1753355116632
2023-05-13,812.8712889864437,-165.62482749566442,1819.8471444686695
2023-05-15,858.9944284082823,-126.43430050401024,1819.5937660773773
2023-05-16,584.3846261102923,-473.2782089528214,1637.6600307190365
2023-05-19,890.0433534618074,-179.18346302195064,1878.30960961543
2023-05-22,856.2906255475932,-202.3276142848456,1840.5882809180696
2023-05-23,581.6808231374057,-477.3662983996537,1598.6963604484188
2023-05-25,651.7350807813739,-371.6069350018359,1669.0176987283135
2023-05-26,887.3395501532816,-54.19416778775503,1958.8232850787197
2023-05-29,853.586821903604,-146.61678650224422,1842.7850782923185
2023-05-30,578.9770194943171,-505.6945656896822,1496.1291719621438
2023-06-01,649.031277137193,-375.96777822945734,1628.2170790631158
2023-06-03,804.759878999966,-237.30482379817607,1788.2897484763942
2023-06-04,596.0748230281428,-370.1398746311848,1622.023095070074
2023-06-06,576.2732156939733,-396.67640459369306,1558.6797671738375
2023-06-08,646.3274732755958,-430.0712859981665,1639.413561237714
2023-06-10,802.0560751367329,-211.06581539662136,1802.8724862495894
2023-06-11,593.3710191653367,-365.42520585850093,1684.2091164620267
2023-06-15,643.623669412714,-405.6345924878714,1670.587494796279
2023-06-16,879.2281387517107,-88.52271179153085,1881.1514320048982
2023-06-17,799.352271272048,-191.9857789015741,1827.0954087543764
2023-06-19,845.4754104069118,-111.10352486171722,1836.0233329341409
2023-06-22,640.9198655442987,-457.4320860538257,1588.7137152435278
2023-06-23,876.5243348846262,-145.4067120277854,1890.5195857436331
2023-06-24,796.6484674043963,-228.38329325137144,1822.2416833491964
2023-06-26,842.7716068540444,-210.05362500083072,1834.2786427408123
2023-06-27,568.1618045703337,-399.4812231272068,1577.56367968121
2023-06-28,603.6861729363317,-416.52480320902464,1675.5595781770917
2023-06-29,638.216062464282,-365.6576901045029,1629.4550388130492
2023-07-01,793.9446646389708,-313.96772234070596,1787.9719007572487
2023-07-05,600.9823701707861,-436.235425673905,1613.9188740536874
2023-07-06,635.5122596991873,-384.44288963562826,1655.6592001350982
2023-07-09,582.5558060486088,-412.37768859332357,1596.4701065770141
2023-07-11,562.754199020081,-387.8566649285136,1601.6490208372059
2023-07-14,868.4129263997634,-169.9818941933934,1932.0514253748547
2023-07-15,788.5370590737239,-205.64101521941,1788.9001137171838
2023-07-22,785.8332562821395,-241.97935432592413,1738.4948881527903
2023-07-24,831.9563957232427,-125.37677973693054,1857.4456258093771
2023-07-25,557.3465934168012,-516.6311635107288,1510.401917701678
2023-07-26,592.870961761181,-302.7392320685479,1575.8428104737181
2023-07-27,627.4008512664896,-359.4246874905397,1603.261713879091
2023-07-28,863.005320742064,-126.79991605330908,1894.2471415867997
2023-07-29,783.1294533972115,-174.18185094389034,1781.9261661189034
2023-07-30,574.4443975605474,-373.37458669543554,1620.11436671467
2023-07-31,829.2525928022352,-168.8616265652862,1831.1702143153768
2023-08-01,554.6427905180356,-542.9950458106586,1586.866175892771
2023-08-03,624.6970484140885,-383.1817653332698,1670.7962675243216
2023-08-04,860.3015179109783,-147.96602351095652,1872.8838193182808
2023-08-05,780.4256505889696,-327.26466342069597,1785.1478449943886
2023-08-07,826.5487900390053,-181.96573350059623,1759.2115648639456
2023-08-11,857.5977151477111,-243.15011419282294,1841.2481631948465
2023-08-12,777.7218479143298,-144.51105402935102,1734.333845990857
2023-08-14,823.8449875435429,-178.88119059841884,1800.7868748404028
2023-08-21,821.1411854042433,-110.39531694403587,1870.3136275931206
2023-08-22,546.5313832095674,-479.20588162587904,1573.1073637627578
2023-08-23,582.0557516650658,-426.20487550435473,1575.596305068374
2023-08-24,616.585641283194,-412.2535348287295,1627.0678748949595
2023-08-25,852.1901108690374,-185.2673916638351,1807.207278075959
2023-08-26,772.3142436382797,-315.4913284937415,1714.1265090633115
